date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:03:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226982f12-2876e-5bb88a2090600%22	http://pegasustl.com/lib/font-awesome/fonts/fontawesome-webfont.eot?	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://pegasustl.com/lib/font-awesome/css/font-awesome.min.css)
14:03:22	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226982f13-6c7db-5bb88a2090600%22	http://pegasustl.com/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://pegasustl.com/lib/font-awesome/css/font-awesome.min.css)
14:03:23	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2008:33:22%20GMT	http://pegasustl.com/lib/owl/owl.video.play.png	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/lib/owl/owl.video.play.png	(from http://pegasustl.com/lib/owl/owl.carousel.min.css)
14:03:23	98024/98024	---M--	200	added ('OK')	font/woff	etag:%226982f15-17ee8-5bb88a2090600%22	http://pegasustl.com/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://pegasustl.com/lib/font-awesome/css/font-awesome.min.css)
14:03:39	96932/96932	---M--	200	added ('OK')	font/ttf	etag:%2268c2ed8-17aa4-5bb88a2090600%22	http://pegasustl.com/fonts/OpenSans-Regular.ttf	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/fonts/OpenSans-Regular.ttf	(from http://pegasustl.com/css/style.css)
14:03:39	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2008:33:39%20GMT	http://pegasustl.com/image/pattern1.png	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/image/pattern1.2f.delayed	(from http://pegasustl.com/css/style.css)
14:03:47	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%226982f14-286ac-5bb88a2090600%22	http://pegasustl.com/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://pegasustl.com/lib/font-awesome/css/font-awesome.min.css)
14:04:02	245708/245708	---M--	200	added ('OK')	font/ttf	etag:%2268c2ed7-3bfcc-5bb88a2090600%22	http://pegasustl.com/fonts/Montserrat-Regular.ttf	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/fonts/Montserrat-Regular.ttf	(from http://pegasustl.com/css/style.css)
14:04:09	1318072/1318072	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2268c2f02-141cb8-5bb88a2090600%22	http://pegasustl.com/images/slider_bg_foure.jpg	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/images/slider_bg_foure.jpg	(from http://pegasustl.com/)
14:04:09	1373128/1373128	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2268c2f04-14f3c8-5bb88a2090600%22	http://pegasustl.com/images/slider_bg_three.jpg	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/images/slider_bg_three.jpg	(from http://pegasustl.com/)
14:04:17	769860/769860	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2268c2f01-bbf44-5bb88a2090600%22	http://pegasustl.com/images/slider_bg_five.jpg	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/images/slider_bg_five.jpg	(from http://pegasustl.com/)
14:04:28	460262/460262	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2268c2ee4-705e6-5bb88a2090600%22	http://pegasustl.com/images/about.png	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/images/about.png	(from http://pegasustl.com/)
14:04:51	1524013/1524013	---M--	200	added ('OK')	image/png	etag:%2268c2efc-17412d-5bb88a2090600%22	http://pegasustl.com/images/poster.png	D:/My%20Web%20Sites/Original/GRANLIFE/pegasustl.com/images/poster.png	(from http://pegasustl.com/)
